ID,ADRESS,CORD
123/214362,"UL. RĘDZIŃSKA 112, 42209, CZĘSTOCHOWA","50.8451884, 19.1854332"
140001521,"GDAŃSKA 17, 19300, EŁK","53.8289364, 22.3528657"
140001805,"GOŁDAPSKA 1, 19400, OLECKO","54.04219459999999, 22.4971744"
150000007,"SZPITALNA 2, 64600, OBORNIKI","52.6535953, 16.8165175"
150000013,"TRAUGUTTA 7, 62400, SŁUPCA","52.29111450000001, 17.8738952"
150000036,"GARBARY 15, 61866, POZNAŃ-STARE MIASTO","52.4021807, 16.9357791"
150003539,"WSCHOWSKA 3, 64200, WOLSZTYN","52.1167084, 16.1173207"
70001200,"BANACHA 1A, 02097, WARSZAWA","52.20992039999999, 20.9842957"
70001470,"AL. JANA PAWŁA II 120A, 07410, OSTROŁĘKA","53.0627389, 21.5895284"
70061893,"LEGNICKA 48/F, 54202, WROCŁAW","51.116781, 16.9959327"
70100223,"TADEUSZA KOŚCIUSZKI 28, 09402, PŁOCK","52.5398945, 19.6953597"
100000079,"DR  E. RITTLERA 2, 16500, SEJNY","54.10809, 23.3469"
100000359,"ALEJA NIEPODLEGŁOŚCI 9, 19100, MOŃKI","53.40644349999999, 22.804273"
120/214502,"UL. STRZELECKA 9, 40073, KATOWICE","50.2535172, 19.0061316"
3101057,"UL. HENRYKA MICHAŁA KAMIEŃSKIEGO 73A, 51124, WROCŁAW-PSIE POLE","51.1505201, 17.0444346"
3101061,"UL. GEN. AUGUSTA EMILA FIELDORFA 2, 54049, WROCŁAW","51.144468, 16.908376"
3101293,"UL. OŁBIŃSKA 32, 50233, WROCŁAW-ŚRÓDMIEŚCIE","51.1242591, 17.0363251"
3102245,"MIKOSZÓW 27, 57100, MIKOSZÓW","50.7742824, 17.0370767"
3201021,"UL. SZPITALNA 1A, 57300, KŁODZKO","50.4550729, 16.6598419"
3201023,"UL. LEŚNA 27-29, 58100, ŚWIDNICA","50.8317363, 16.4680948"
3202041,"UL. PIASTOWSKA 1, 58200, DZIERŻONIÓW","50.7341196, 16.6502281"
3401024,"UL. JELENIOGÓRSKA 4, 59700, BOLESŁAWIEC","51.2543124, 15.5675961"
150006106,"28 CZERWCA 1956R. 194, 61485, POZNAŃ-WILDA","52.3832339, 16.9123789"
150009135,"ZAKŁADOWA 5E, 62510, KONIN","52.2370955, 18.2406308"
150012758,"OS. STEFANA BATOREGO 80/ABD, 60687, POZNAŃ","52.4643283, 16.9201348"
160004071,"STEFANA OKRZEI 1A, 03715, WARSZAWA","52.2488549, 21.0298143"
70602336,"MOKRA 7, 05830, NADARZYN","52.0970482, 20.8215865"
70603043,"WARYŃSKIEGO 10 A, 00631, WARSZAWA","52.2158415, 21.0163414"
70603555,"RTM. WITOLDA PILECKIEGO 99, 02781, WARSZAWA","52.1389893, 21.0414395"
70604614,"AL. SOLIDARNOŚCI 67, 03401, WARSZAWA","52.251213, 21.0294529"
70606072,"AL. SOLIDARNOŚCI 12, 03411, WARSZAWA","52.261993, 21.0502242"
08R/10018,"UL. CURIE-SKŁODOWSKIEJ 16, 48340, GŁUCHOŁAZY","50.3157897, 17.3858056"
08R/10049,"UL. BOHATERÓW WARSZAWY 34, 48300, NYSA","50.4710411, 17.3290681"
110101,"UL. HENRYKA SIENKIEWICZA 137/141, 90302, ŁÓDŹ","51.75478220000001, 19.4636201"
210054,"UL. PRZEJAZD 6, 95040, KOLUSZKI","51.7398363, 19.8127756"
210514,"UL. ORKANA 3, 95054, KOLONIA WOLA ZARADZYŃSKA","51.6669339, 19.405839"
210760,"UL. GEN. JÓZEFA SOWIŃSKIEGO 46, 91485, ŁÓDŹ-BAŁUTY","51.8118585, 19.4489453"
061/100007,"UL. TOPOLOWA 16, 32500, CHRZANÓW","50.1355533, 19.4289082"
061/100010,"UL. PRĄDNICKA 80, 31202, KRAKÓW","50.09021389999999, 19.9365031"
30000684,"ALEJE JANA PAWŁA II 10, 22400, ZAMOŚĆ","50.7122995, 23.2884782"
30007040,"MŁYŃSKA 14A, 20406, LUBLIN","51.2329993, 22.5683156"
30007160,"ŻYTNIA 23, 08500, RYKI","51.621569352175406, 21.93035132586566"
102341,"UL. KRZYWA 13, 60118, POZNAŃ","52.3818127, 16.8866929"
102395,"UL. PSZENNA 2, 68200, ŻARY","51.6429419, 15.1521484"
20001061,"KASZTANOWA 57, 85605, BYDGOSZCZ","53.1353908, 18.0355148"
20002130,"LEŚNA 9A, 85079, BYDGOSZCZ","53.1376461, 18.0184869"
30000089,"ALEJA KRAŚNICKA 100, 20718, LUBLIN","51.2393525, 22.5033762"
30000091,"DR. K. JACZEWSKIEGO 8, 20090, LUBLIN","51.25789349999999, 22.5651027"
30000103,"PIŁSUDSKIEGO 28, 23100, BYCHAWA","51.0132292, 22.5372986"
061/100064,"UL. KRONIKARZA GALLA 25, 30053, KRAKÓW","50.0719851, 19.9122278"
061/200180,"UL. ORZECHÓWKA 36, 32300, SIENICZNO","50.2739869, 19.606184"
061/200528,"UL. HENRYKA SIEMIRADZKIEGO 1, 31137, KRAKÓW","50.069465, 19.9324429"
061/200734,"ALEJA PŁK. WŁADYSŁAWA BELINY-PRAŻMOWSKIEGO 60, 31514, KRAKÓW","50.0727911, 19.9583085"
061/400160,"UL. HENRYKA SIENKIEWICZA 34, 30033, KRAKÓW","50.0738107, 19.9281749"
063/100003,"UL. JÓZEFA IGNACEGO KRASZEWSKIEGO 142, 33380, KRYNICA-ZDRÓJ","49.4011388, 20.9542081"
70000974,"MIODOWA 2, 05100, NOWY DWÓR MAZOWIECKI","52.42005529999999, 20.7247755"
70001062,"WOŁOSKA 137, 02507, WARSZAWA","52.19974250000001, 20.9963556"
09R/010003,"UL. 3 MAJA 70, 37500, JAROSŁAW","50.0128268, 22.6936738"
09R/010004,"UL. LWOWSKA 22, 38200, JASŁO","49.7522866, 21.4806424"
09R/010008,"UL. ADAMA MICKIEWICZA 168, 37600, LUBACZÓW","50.1717017, 23.1231816"
09R/010047,"UL. KRAKOWSKA 16, 35111, RZESZÓW","50.0469839, 21.9823211"
09R/030690,"UL. ŻEROMSKIEGO 22, 39300, MIELEC","50.2884249, 21.4375291"
100000068,"M.C.SKŁODOWSKIEJ 24 A, 15276, BIAŁYSTOK","53.1246198, 23.1590983"
125/207650,"UL. KAROLA ADAMIECKIEGO 13, 41300, DĄBROWA GÓRNICZA","50.321378, 19.1985326"
140000551,"KRÓLEWIECKA 146, 82300, ELBLĄG","54.1790658, 19.4296262"
121/100376,"UL. STEFANA BATOREGO 15, 41902, BYTOM","50.3473192, 18.9086978"
121/100506,"UL. JANA PAWŁA II 2, 41100, SIEMIANOWICE ŚLĄSKIE","50.3049797, 19.0297324"
121/100559,"UL. RACIBORSKA 26, 40074, KATOWICE","50.2549283, 19.005381"
121/107024,"UL. BYTOMSKA 41, 41400, MYSŁOWICE","50.2466263, 19.1331533"
121/212056,"UL. LUDWIKA WARYŃSKIEGO 2, 43190, MIKOŁÓW","50.1743222, 18.9054835"
122/200320,"UL. ŻYWIECKA 71, 43300, BIELSKO-BIAŁA","49.8101602, 19.0562638"
122/202717,"AL. ARMII KRAJOWEJ 180, 43300, BIELSKO-BIAŁA","49.7856833, 19.0300594"
123/212086,"UL. KRYNICKA 1/3, 42221, CZĘSTOCHOWA","50.8253549, 19.0893544"
124/500120,"UL. BANKOWA 2, 44240, ŻORY","50.02973799999999, 18.7001641"
140003400,"MONIUSZKI 13, 14500, BRANIEWO","54.3748674, 19.8299911"
150000006,"GEN. WŁADYSŁAWA SIKORSKIEGO 9, 64980, TRZCIANKA","53.0396752, 16.4632599"
150002160,"KS. JÓZEFA PONIATOWSKIEGO 25, 62600, KOŁO","52.19986, 18.63847"
70001285,"ALPEJSKA 42, 04628, WARSZAWA","52.2175694, 21.1736754"
70001795,"ALEJA JANA PAWŁA II 9A, 26400, PRZYSUCHA","51.3598436, 20.6321055"
70200106,"LEGNICKA 48/BUD F., 54202, WROCŁAW","51.116781, 16.9959327"
70300493,"JULIANA ALEKSANDROWICZA 5, 26617, RADOM","51.4376077, 21.1584852"
100000090,"GEN. WŁADYSŁAWA SIKORSKIEGO 40, 16100, SOKÓŁKA","53.40919969999999, 23.4843977"
000012,"UL. SZCZECIŃSKA 16, 77300, CZŁUCHÓW","53.6610469, 17.3539758"
000099,"UL. JULIANA WĘGRZYNOWICZA 13, 84300, LĘBORK","54.4372088, 17.7396048"
000102,"UL. WILEŃSKA 44, 80215, GDAŃSK","54.3620622, 18.6048238"
001177,"UL. POWSTANIA STYCZNIOWEGO 9B, 81519, GDYNIA","54.4881632, 18.5494931"
001818,"UL. KURACYJNA 30, 82550, PRABUTY","53.7367173, 19.2077646"
120/214346,"RONDO IGNACEGO DASZYŃSKIEGO 4, 00843, WARSZAWA","52.231049, 20.985156"
3101059,"UL. KOSZAROWA 5, 51149, WROCŁAW","51.14284970000001, 17.0662866"
3101076,"UL. PRUSICKA 53/55, 55100, TRZEBNICA","51.3198962, 17.0580426"
3102943,"UL. ZAKŁADOWA 11, 50231, WROCŁAW-PSIE POLE","51.1302202, 17.0432342"
3122150,"UL. MARSOWA 8A, 52128, WROCŁAW","51.050162, 17.0941272"
3302010,"UL. LEGNICKA 5, 67200, GŁOGÓW","51.6496495, 16.0806271"
3402447,"UL. GUSTAWA MORCINKA 7, 59600, LWÓWEK ŚLĄSKI","51.1118609, 15.5858221"
150006520,"PODKOMORSKA 4, 62200, GNIEZNO","52.54248030000001, 17.6289401"
150008837,"LOTNICZA 3, 64920, PIŁA","53.1537093, 16.7164867"
150009381,"DRUSKIENICKA 17, 60476, POZNAŃ","52.4451698, 16.8876821"
160000761,"MĄCZNA 4, 70780, SZCZECIN","53.3706538, 14.6422381"
70606201,"RONDO DASZYŃSKIEGO 4, 00843, WARSZAWA","52.231049, 20.985156"
08R/10002,"UL. MONIUSZKI 8, 48210, BIAŁA","50.3869785, 17.6618469"
08R/10041,"UL. MIARKI 14, 46082, KUP","50.8041564, 17.8852892"
120003,"UL. 1 MAJA 13/15, 98330, PAJĘCZNO","51.1467016, 19.0006462"
130002,"UL. ZACHODNIA 6, 99100, ŁĘCZYCA","52.06017929999999, 19.1878785"
140042,"UL. CZAPLINIECKA 123, 97400, BEŁCHATÓW","51.3752576, 19.3506898"
210500,"UL. PRZĘDZALNIANA 66, 90338, ŁÓDŹ","51.7562477, 19.4832951"
210766,"UL. TYLNA 12, 90324, ŁÓDŹ-WIDZEW","51.7537807, 19.47305"
060/200140,"UL. KRZYWA 13, 60118, POZNAŃ","52.3818127, 16.8866929"
30002942,"CYLICHOWSKA 13/15, 04769, WARSZAWA","52.1946474, 21.1423188"
30004135,"SKAUTÓW 11B/21, 20055, LUBLIN","51.2557583, 22.536058"
040217,"UL. WINCENTEGO WITOSA 7, 69200, SULĘCIN","52.4372214, 15.1172386"
100324,"UL. SZPITALNA 5, 66440, SKWIERZYNA","52.593588, 15.505905"
20000746,"SZPITALNA 19, 85826, BYDGOSZCZ","53.1020559, 18.0474932"
20000771,"ŚW. FLORIANA 12, 85030, BYDGOSZCZ","53.1222213, 18.0091597"
20001856,"CHEŁMIŃSKA 74, 86300, GRUDZIĄDZ","53.4769865, 18.745377"
20003356,"KRZYWA 13, 60118, POZNAŃ","52.3818127, 16.8866929"
30000106,"CHOPINA 13, 23200, KRAŚNIK","50.9321551, 22.2236606"
061/100128,"OSIEDLE NA SKARPIE 66, 31913, KRAKÓW","50.06588929999999, 20.0460971"
064/100021,"UL. SZPITALNA 22, 34200, SUCHA BESKIDZKA","49.7365606, 19.6046773"
064/100036,"UL. PROFESORA RUDNIKA 3B, 34700, RABKA-ZDRÓJ","49.6049745, 19.9706922"
064/200053,"UL. SŁONECZNA 3, 34700, RABKA-ZDRÓJ","49.6087898, 19.9704813"
065/200161,"UL. SZEWSKA 12, 33100, TARNÓW","50.0093508, 20.9910219"
08R/20412,"UL. OLESKA 97, 45222, OPOLE","50.6804387, 17.9376639"
09R/010002,"UL. KRAKOWSKA 91, 39200, DĘBICA","50.0384045, 21.3944233"
09R/010007,"UL. LEŚNA 22, 37300, LEŻAJSK","50.2723713, 22.4034095"
09R/010041,"UL. TADEUSZA KOŚCIUSZKI 18, 37500, JAROSŁAW","50.0184913, 22.6699322"
100000018,"FABRYCZNA 27, 15471, BIAŁYSTOK","53.139446, 23.1656398"
125/100599,"UL. ZBIGNIEWA OLEŚNICKIEGO 21, 42470, SIEWIERZ","50.47357359999999, 19.2388546"
125/111151,"UL. EMILA ZEGADŁOWICZA 3, 41200, SOSNOWIEC","50.2699808, 19.1323791"
126/210314,"UL. WOLNOŚCI 163, 41800, ZABRZE","50.30560699999999, 18.7632472"
126/212043,"UL. NIEPODLEGŁOŚCI 8, 44190, KNURÓW","50.2214023, 18.6686282"
126/212410,"UL. ŚREDNIA 8, 44100, GLIWICE","50.2938449, 18.6639569"
130000107,"SZPITALNA 1, 26110, SKARŻYSKO-KAMIENNA","51.1255442, 20.869769"
130000205,"KAROLA SZYMANOWSKIEGO 11, 27400, OSTROWIEC ŚWIĘTOKRZYSKI","50.9525488, 21.3613765"
130003049,"KRZYWA 13, 60118, POZNAŃ","52.3818127, 16.8866929"
140000421,"SKŁODOWSKIEJ 12, 12100, SZCZYTNO","53.5278996, 21.0435057"
121/100474,"UL. 1 MAJA 9, 41100, SIEMIANOWICE ŚLĄSKIE","50.3049415, 19.0337982"
122/100164,"UL. JULIANA FAŁATA 2, 43360, BYSTRA","49.7652231, 19.0673863"
123/100327,"UL. ALEJA WOLNOŚCI 29, 42300, MYSZKÓW","50.5716776, 19.3042771"
124/100098,"UL. BRACKA 13, 44300, WODZISŁAW ŚLĄSKI","49.9962235, 18.4882609"
150000001,"POLNA 33, 60535, POZNAŃ-JEŻYCE","52.4095509, 16.8954635"
70001208,"SŁOMIŃSKIEGO 19/524, 00195, WARSZAWA","52.2551239, 20.9853162"
70001793,"NIEPODLEGŁOŚCI 1, 26670, PIONKI","51.4753504, 21.4443578"
70060181,"SYROKOMLI 32, 03335, WARSZAWA","52.2853839, 21.0290765"
100002680,"FABRYCZNA 39, 15482, BIAŁYSTOK","53.1401198, 23.1681996"
100005081,"MARII KONOPNICKIEJ 11, 16300, AUGUSTÓW","53.8508773, 22.9955221"
000005,"UL. DĘBINKI 7, 80952, GDAŃSK","54.3659878, 18.6257578"
000191,"UL. POLANKI 117, 80305, GDAŃSK","54.3938402, 18.5671706"
001339,"UL. KRZYWA 13, 60118, POZNAŃ","52.3818127, 16.8866929"
001533,"UL. FLORIANA CEYNOWY 7, 83300, KARTUZY","54.3367854, 18.1979584"
3101054,"PL. LUDWIKA HIRSZFELDA 12, 53413, WROCŁAW","51.09562750000001, 17.0176411"
3103979,"UL. LEGNICKA 59/U7, 51162, WROCŁAW","51.12472169999999, 16.9863495"
3202094,"UL. KRZYWA 13, 60118, POZNAŃ","52.3818127, 16.8866929"
3402119,"UL. SANATORYJNA 1, 58580, SZKLARSKA PORĘBA","50.84748560000001, 15.5477006"
3502001,"UL. LEGNICKA 48/BUD.F, 54202, WROCŁAW","51.116781, 16.9959327"
3502006,"UL. LEGNICKA 48 BUD.F, 54202, WROCŁAW-FABRYCZNA","51.116781, 16.9959327"
150009084,"KRASZEWSKIEGO 4, 64920, PIŁA","53.1537049, 16.7175047"
150010183,"ZAOLZIAŃSKA 4, 53334, WROCŁAW-KRZYKI","51.0969816, 17.0256782"
160000726,"NIECHORSKA 27, 72300, GRYFICE","53.9238338, 15.1746458"
160000762,"KS.PIOTRA SKARGI 9-11, 70965, SZCZECIN","53.4416773, 14.5411381"
160002713,"JANA PAWŁA II 2, 74200, PYRZYCE","53.1469888, 14.8955464"
70605337,"SANATORYJNA 1, 43450, USTROŃ","49.7246979, 18.8252108"
08R/10032,"UL. 24 KWIETNIA 5, 47200, KĘDZIERZYN-KOŹLE","50.3322654, 18.1496722"
08R/10065,"UL. WODOCIĄGOWA 4, 45221, OPOLE","50.6757292, 17.9407078"
210084,"UL. JANA PAWŁA II 68, 95200, PABIANICE","51.6520308, 19.3302689"
210508,"UL. LUTOMIERSKA 146, 91041, ŁÓDŹ","51.7874615, 19.4288121"
061/100011,"OSIEDLE NA WZGÓRZACH 17B, 31723, KRAKÓW","50.0993447, 20.0638163"
061/100019,"UL. WROCŁAWSKA 1-3, 30901, KRAKÓW","50.0752525, 19.9343427"
30000604,"KLUKOWSKIEGO 3, 22460, SZCZEBRZESZYN","50.6948235, 22.9794788"
30006535,"ALEJE JANA PAWŁA II 10, 22400, ZAMOŚĆ","50.712387789101314, 23.288488827177698"
110014,"UL. STEFANA ŻEROMSKIEGO 113, 90549, ŁÓDŹ","51.7605382, 19.4467787"
20000773,"ŚW. JÓZEFA 53-59, 87100, TORUŃ","53.0282581, 18.5816342"
20004602,"KOPERKOWA 2, 86031, OSIELSKO","53.1773111, 18.0626809"
20100026,"KOPPA 1E, 87400, GOLUB-DOBRZYŃ","53.108973, 19.069803"
30000105,"PROF. ANTONIEGO GĘBALI 6, 20093, LUBLIN","51.2602091, 22.5614285"
061/100221,"UL. SZPITALNA 3, 32200, MIECHÓW","50.3539617, 20.034835"
061/200114,"UL. GEN. ROMUALDA TRAUGUTTA 57/59, 50417, WROCŁAW","51.1038783, 17.0491102"
061/200284,"AL. PŁK. WŁADYSŁAWA BELINY-PRAŻMOWSKIEGO 60, 31514, KRAKÓW","50.0727911, 19.9583085"
70000990,"BURSZTYNOWA 2, 04749, WARSZAWA","52.2036835, 21.1825558"
08R/20501,"UL. MARII CURIE-SKŁODOWSKIEJ 1, 48300, NYSA","50.4766766, 17.3353434"
09R/010006,"UL. KAZIMIERZA WIELKIEGO 4, 38600, LESKO","49.4703873, 22.3304802"
09R/030526,"UL. FRYDERYKA SZOPENA 1, 35055, RZESZÓW","50.035787, 22.009937"
09R/030715,"UL. BOREK 13, 39400, TARNOBRZEG","50.5653, 21.6694149"
09R/030832,"UL. 800-LECIA 26, 38500, SANOK","49.5537218, 22.2003934"
09R/031508,"UL. KRAKOWSKA 39A, 37500, JAROSŁAW","50.023537, 22.640596"
130000193,"PROSTA 30, 25371, KIELCE","50.8624028, 20.6365068"
130000200,"11-GO LISTOPADA 78, 28200, STASZÓW","50.5629974, 21.1659309"
130000233,"GRUNWALDZKA 45, 25736, KIELCE","50.8742095, 20.6013118"
140000583,"GRUNWALDZKA 10B, 11040, DOBRE MIASTO","53.9848812, 20.403265"
122/100149,"UL. ŻYWIECKA 19, 43365, WILKOWICE","49.7726847, 19.0910929"
122/100151,"ISTEBNA 500, 43470, ISTEBNA","49.56939029999999, 18.8871967"
125/100468,"PL. MEDYKÓW 1, 41200, SOSNOWIEC","50.303431, 19.1224484"
140001146,"ALEJA WARSZAWSKA 30, 10082, OLSZTYN","53.7733465, 20.4707495"
140001169,"WOJSKA POLSKIEGO 37, 10228, OLSZTYN","53.7931463, 20.4833708"
140002529,"STEFANA OKRZEI 1A, 03715, WARSZAWA","52.2488549, 21.0298143"
150000050,"POZNAŃSKA 15, 62200, GNIEZNO","52.53206789999999, 17.5772923"
150000055,"SZPITALNA 27/33, 60572, POZNAŃ-JEŻYCE","52.4117645, 16.8792108"
150002223,"WOJSKA POLSKIEGO 6, 62510, KONIN","52.21460250000001, 18.2547258"
150003556,"KIEPURY 45, 64100, LESZNO","51.8394045, 16.6066586"
70001799,"TOMASZOWSKA 43 43, 26420, NOWE MIASTO NAD PILICĄ","51.61698459999999, 20.5645554"
70060829,"CYLICHOWSKA 13/15, 04769, WARSZAWA","52.1946474, 21.1423188"
100000088,"DOC. ADAMA DOWGIRDA 9, 17200, HAJNÓWKA","52.7456861, 23.6096853"
000018,"UL. LEŚNA 10, 89600, CHOJNICE","53.71224369999999, 17.5480576"
002229,"UL. ŻOŁNIERZY I DYWIZJI WOJSKA POLSKIEGO 29A, 84230, RUMIA","54.584077, 18.3989946"
121/100010,"UL. STRZELCÓW BYTOMSKICH 11, 41500, CHORZÓW","50.2923993, 18.9438947"
3101074,"UL. KRZYSZTOFA KAMILA BACZYŃSKIEGO 1, 55200, OŁAWA","50.9520997, 17.2853527"
3202195,"UL. PARKOWA 3, 58351, SOKOŁOWSKO","50.6850398, 16.2362176"
3301161,"UL. JAROSŁAWA IWASZKIEWICZA 5, 59220, LEGNICA","51.2083028, 16.2166637"
3401001,"UL. LEONA WYCZÓŁKOWSKIEGO 15, 59920, BOGATYNIA","50.9024195, 14.9727782"
150004176,"PLAC ARMII POZNAŃ 3, 63000, ŚRODA WIELKOPOLSKA","52.22959239999999, 17.2782862"
160000760,"KOŁOBRZESKA 44, 78600, WAŁCZ","53.2821382, 16.4593301"
160005185,"SZPITALNA 5, 78320, POŁCZYN-ZDRÓJ","53.76283309999999, 16.0898581"
70603339,"KS. PIOTRA SKARGI 10, 05600, GRÓJEC","51.8678028, 20.8674095"
08R/10006,"UL. SERGIUSZA MOSSORA 1, 49301, BRZEG","50.8577346, 17.476453"
110108,"UL. OKÓLNA 181, 91520, ŁÓDŹ","51.8491013, 19.4756102"
140045,"UL. PARTYZANTÓW 30, 26300, OPOCZNO","51.3789437, 20.2780721"
210318,"UL. WSPÓLNA 6, 91464, ŁÓDŹ","51.7955021, 19.4485969"
210488,"UL. INŻ. PILOTA WIGURY 19, 90302, ŁÓDŹ","51.7560985, 19.4635278"
210649,"UL. MOKRA 4, 91034, ŁÓDŹ","51.7906535, 19.4253416"
240110,"UL. JANA PAWŁA II 35, 97200, TOMASZÓW MAZOWIECKI","51.5227675, 20.0062838"
060/200298,"UL. LEGNICKA 48/BUD. F, 54202, WROCŁAW","51.116781, 16.9959327"
30000108,"FABRYCZNA 4, 24320, PONIATOWA","51.1865086, 22.0702091"
30000109,"ALEJA MAŁACHOWSKIEGO 5, 24140, NAŁĘCZÓW","51.28534210000001, 22.2105835"
30000418,"WISZNICKA 111, 21300, RADZYŃ PODLASKI","51.7719268, 22.6070555"
30007489,"SZPITALNA 4C, 23204, KRAŚNIK","50.961203116828955, 22.166795098350413"
102708,"UL. 1 MAJA 30, 67100, NOWA SÓL","51.80344, 15.71707"
102778,"UL. HENRYKOWSKA 1, 67300, SZPROTAWA","51.5673336, 15.5533382"
20000747,"BATOREGO 17/19, 87100, TORUŃ","53.0221382, 18.6212862"
20001898,"BOHATERÓW WRZEŚNIA 1A, 87400, GOLUB-DOBRZYŃ","53.109344, 19.0606429"
20002494,"SZPITALNA 30, 88400, ŻNIN","52.8469766, 17.7166905"
20004856,"SZTURMOWA 2, 02678, MOKOTÓW","52.1698675, 21.0153473"
30000086,"BOLESŁAWA LEŚMIANA 4, 21040, ŚWIDNIK","51.2206687, 22.698098"
30000104,"JANA ZAMOYSKIEGO 149, 23300, JANÓW LUBELSKI","50.7025581, 22.4337291"
061/200207,"UL. UJASTEK 3, 31752, KRAKÓW","50.0811057, 20.0691592"
061/200494,"UL. CYLICHOWSKA 13/15, 04769, WARSZAWA","52.1946474, 21.1423188"
061/201027,"UL. DOBREGO PASTERZA 207A, 31416, KRAKÓW","50.0902957, 19.9816786"
063/200012,"SZCZYRZYC 107, 34623, SZCZYRZYC","49.7815607, 20.1904772"
064/100032,"UL. KAMIENIEC 10, 34500, ZAKOPANE","49.30432140000001, 19.9557401"
70000971,"CEGŁOWSKA 80, 01809, WARSZAWA","52.286706, 20.9505855"
09R/010038,"UL. SZPITALNA 1, 39400, TARNOBRZEG","50.5677059, 21.6706657"
126/100035,"UL. WYBRZEŻE ARMII KRAJOWEJ 15, 44102, GLIWICE","50.30186080000001, 18.6650498"
130000111,"PARTYZANTÓW 12, 28500, KAZIMIERZA WIELKA","50.2686242, 20.4862358"
130000203,"ARMII KRAJOWEJ 22, 28400, PIŃCZÓW","50.5176242, 20.5298754"
130002646,"GRUNWALDZKA 45, 25736, KIELCE","50.8742095, 20.6013118"
121/211925,"UL. GEN. ROMUALDA TRAUGUTTA 57/59, 50417, WROCŁAW","51.1038783, 17.0491102"
121/212114,"UL. CICHA 27, 43100, TYCHY","50.11903400000001, 18.9823489"
122/200468,"UL. JAROSŁAWA DĄBROWSKIEGO 3/1, 43300, BIELSKO-BIAŁA","49.8257074, 19.042766"
122/202791,"UL. GRAŻYNY 9, 43300, BIELSKO-BIAŁA","49.811481, 19.035058"
122/214327,"UL. POLA LISICKICH 80, 34300, ŻYWIEC","49.6672504, 19.2242528"
140004566,"BOTANICZNA 11, 14500, BRANIEWO","54.3805949, 19.8262161"
140004595,"AL. RACŁAWICKIE 23, 20049, LUBLIN","51.2513289, 22.5340255"
140004929,"WARSZAWSKA 41, 11500, GIŻYCKO","54.0381097, 21.7824971"
150000009,"PODUCHOWNE 1, 62700, TUREK","52.0145541, 18.5009145"
150002423,"CZĘSTOCHOWSKA 71-75, 62800, KALISZ","51.7467629, 18.0962588"
150003557,"SZPITALNA 7, 63600, KĘPNO","51.2766515, 17.984045"
150003604,"SUKIENNICZA 13, 64500, SZAMOTUŁY","52.61142359999999, 16.5816212"
70001180,"SZPITALNA 56, 09300, ŻUROMIN","53.07004070000001, 19.9199389"
70001789,"ALEJA POKOJU 5, 26700, ZWOLEŃ","51.3552354, 21.582468"
70001798,"BODZENTYŃSKA 17, 27100, IŁŻA","51.1612586, 21.2340194"
100000089,"JANUSZA KORCZAKA 23, 18100, ŁAPY","52.98808409999999, 22.867691"
100002229,"BRONIEWSKIEGO 4, 15748, BIAŁYSTOK","53.141117, 23.133643"
100004098,"BOLESŁAWA CHROBREGO 16A/2, 15057, BIAŁYSTOK","53.1301049, 23.1864492"
000024,"UL. GRUNWALDZKA 1/3, 81759, SOPOT","54.4448166, 18.5695659"
000085,"UL. NOWE OGRODY 1-6, 80803, GDAŃSK","54.3510064, 18.6374884"
000863,"UL. ZIELONA 8, 76200, SŁUPSK","54.4535601, 17.0292651"
001444,"UL. 500-LECIA 23, 82200, MALBORK","54.023692, 19.0157514"
001596,"UL. DRA JÓZEFA BALEWSKIEGO 1, 83200, STAROGARD GDAŃSKI","53.9806424, 18.5214513"
001896,"UL. MORSKA 7/1-2, 81323, GDYNIA","54.5211048, 18.5257596"
001963,"UL. GEN. WYBICKIEGO 30, 77200, MIASTKO","54.01166980000001, 16.9824973"
121/100012,"UL. ZJEDNOCZENIA 10, 41500, CHORZÓW","50.2917605, 18.9527958"
3102867,"UL. ELIZY ORZESZKOWEJ 55/57, 50311, WROCŁAW","51.1227709, 17.0539355"
3102929,"UL. OŁAWSKA 9, 50123, WROCŁAW","51.1085149, 17.0345698"
3122025,"UL. BITWY WARSZAWSKIEJ 1920 R. 18, 02366, WARSZAWA","52.2148908, 20.9667702"
3402008,"UL. SANATORYJNA 15, 58530, KOWARY","50.8091465, 15.8383668"
150005134,"SŁOWIAŃSKA 41, 64100, LESZNO","51.842532, 16.5693117"
150005424,"MATEJKI 7/1, 60766, POZNAŃ","52.4040685, 16.9001139"
150008350,"SZPITALNA 1, 63200, JAROCIN","51.969932, 17.5051412"
150008628,"STRAŻY LUDOWEJ 37, 60465, POZNAŃ-JEŻYCE","52.4586599, 16.8890709"
150008893,"CHEŁMOŃSKIEGO 1, 63100, ŚREM","52.0890374, 17.0063865"
150011942,"PILCZYCKA 144-148, 54144, WROCŁAW","51.14113889999999, 16.9561064"
70600130,"PODLEŚNA 61, 01673, WARSZAWA","52.2812496, 20.9621761"
70600216,"KACZA 8, 01013, WARSZAWA","52.2408131, 20.980148"
70604589,"GRENADIERÓW 51/59, 04073, WARSZAWA","52.2424106, 21.0782107"
70604610,"PL. SOKRATESA STARYNKIEWICZA 1/3, 02015, WARSZAWA","52.2243043, 20.9950755"
08R/10053,"UL. WALEREGO WRÓBLEWSKIEGO 46, 45759, OPOLE","50.6598379, 17.8951762"
08R/10055,"UL. WŁADYSŁAWA REYMONTA 8, 45066, OPOLE","50.6660652, 17.9291554"
